Id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,ADDRESSTYP,HYPERLINK,LANDXADDRE,LANDYADDRE,PHOTOURL,ADDRESSFLO,INC_CRC,FMEL_UPD_D,ADDRESSUNI,snippet,Y,X
1345,The Coffee Bean & Tea Leaf - IMM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,IMM,609601,Jurong East 21,C,,0,0,,1,9FB1C7B3E3443B46,2.02004E+13,126,,35231.97309,18364.09869
1346,The Coffee Bean & Tea Leaf - Jcube,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Jcube,609731,Jurong East Central 1,C,,0,0,,1,3E708F2CBFEA1E5A,2.02004E+13,"22,23",,35051.73479,17634.2817
1347,The Coffee Bean & Tea Leaf - Lot One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Lot One,689812,Chua Chu Kang Avenue 4,C,,0,0,,1,E2F44985D7A930A1,2.02004E+13,1,,40779.5207,18165.7486
1348,Swee Heng -  Jurong Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,63,Jurong Point,648331,Jurong West Central 3,B,,0,0,,3,D1F5E5BC48A02FE6,2.02004E+13,1,,35725.95689,13753.8043
1349,Swee Heng - Nex Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,Nex Mall,556083,Serangoon Central,B,,0,0,,3,0D7832C1304639EA,2.02004E+13,42,,36950.14149,32271.9281
1350,Swee Heng Classic 1989 - West Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,West Mall,658713,Bukit Batok Central Link,B,,0,0,,1,ABBDF39986AA587E,2.02004E+13,3,,36922.73599,18618.7301
1351,Swee Heng Classic 1989 - The Seletar Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,33,The Seletar Mall,339511,Sengkang West Ave,B,,0,0,,B1,BBAF6BCFF2C8E9D1,2.02004E+13,"K7,K8,K9",,32450.20039,31425.8665
1352,Swee Heng Classic 1989 -Ng Teng Fong General Hospital,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Ng Teng Fong General Hospital,609606,Jurong East St 21,B,,0,0,,2,AF1B1F40EFDC39BF,2.02004E+13,12 Tower A,,35302.24189,18044.80669
1353,Swee Heng Classic 1989 - The Arcade,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,The Arcade,49317,Collyer Quay,B,,0,0,,1,C77947E39442675C,2.02004E+13,11,,29561.68549,30085.6401
1354,Swee Heng Classic 1989 - The Clementi Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3155,The Clementi Mall,129588,Commonwealth Ave West,B,,0,0,,B1,E9AD0B2DB8445620,2.02004E+13,"K1,K2",,33015.41229,20313.1303
1355,Swee Heng Classic 1989 - Tampines Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,51,Tampines Hub,528523,Tampines Ave 4,B,,0,0,,B1,C57C470A01EBAE06,2.02004E+13,"40,41",,37288.50339,39837.2247
1356,Swee Heng Classic 1989 - Tanjong Pagar Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,7,Tanjong Pagar Centre,78881,Wallich Street,B,,0,0,,B2,0723C3BF2F2FFDE7,2.02004E+13,33,,28807.57189,29368.8606
1357,Swee Heng Classic 1989 - Rivervale Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,Rivervale Mall,545082,Rivervale Crescent,B,,0,0,,1,FD87EA00715B6B51,2.02004E+13,25,,41567.7918,35918.3979
1358,Swee Heng Classic 1989 - Jurong Point Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,63,Jurong Point Centre,648331,Jurong West Central 3,B,,0,0,,3,D1F5E5BCC877A88C,2.02004E+13,31,,35725.95689,13753.8043
1359,Swee Heng Classic 1989 - Singpost,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Singpost,408600,Eunos Road 8,B,,0,0,,B1,3AF4830B62A3C9D2,2.02004E+13,158,,33458.00679,34760.7233
1360,Swee Heng Classic 1989 - Noth Point City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Noth Point City,768019,Northpoint Drive,B,,0,0,,B2,BD725D1780A01A93,2.02004E+13,114,,45530.4652,28308.652
1361,Swee Heng Classic 1989 - CK Tangs,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,310,CK Tangs,238864,Orchard Road,B,,0,0,,B1,D8B3ACA9A8CC70A5,2.02004E+13,2A,,31926.41719,27971.9827
1362,Swee Heng Classic 1989 -Marina One The Heart,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,Marina One The Heart,18935,Straits View,B,,0,0,,B2,A2946B97373995C8,2.02004E+13,46,,28870.87229,30173.11319
1363,Swee Heng Classic 1989 - Oasis Terraces,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,681,Oasis Terraces,820681,Punggol Drive,B,,0,0,,B1,467A8B207F67EA8A,2.02004E+13,4,,42748.8392,36889.2414
1364,Woobbee - Tanjong Pagar Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,,82001,Tanjong Pagar Plaza,K,,0,0,,1,47D9A690B0F440FE,2.02004E+13,18,,28674.46799,29009.93
1365,Woobbee - Shaw Tower,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,100,Shaw Towers,189702,Beach Road,K,,0,0,,1,231FACCA65252CA3,2.02004E+13,53,,30984.88719,30601.85889
1366,Woobbee - Chinatown Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,133,Chinatown Point,59413,New Bridge Road,K,,0,0,,2,CA38BDBE07D77C2F,2.02004E+13,26,,29714.16409,29266.3331
1367,The Coffee Bean & Tea Leaf - National University Hospital,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,National University Hospital,119074,Lower Kent Ridge Road,C,,0,0,,1,A27A32B7C6084C88,2.02004E+13,10,,30704.32959,22367.6517
1368,The Coffee Bean & Tea Leaf - Tan Tock Seng Hospital,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,Tan Tock Seng Hospital,308433,Jalan Tan Tock Seng,C,,0,0,,1,E022068DE476B968,2.02004E+13,"16,17",,33774.15779,29343.3196
1369,The Coffee Bean & Tea Leaf - Ngee Ann Polytechnic,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,58-01-09,Ngee Ann Polytechnic,599489,535 Clementi Road,C,,0,0,,1,060A8ECEB387DCDD,2.02004E+13,9,,34995.71929,21127.18649
1370,The Coffee Bean & Tea Leaf - National Technology University,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,National Technology University,639798,Nanyang Avenue,C,,0,0,,1,1D21F94E2FDD707D,2.02004E+13,"5,5A",,36544.45359,10805.7879
1371,The Coffee Bean & Tea Leaf - Velocity @ Novena Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,238,Velocity @ Novena Square,307683,Thomson Road,C,,0,0,,2,27A6FB1D6E120B90,2.02004E+13,"4,K1",,33607.74429,29150.5388
1372,The Coffee Bean & Tea Leaf - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,C,,0,0,,2,997DF23D7C4436AD,2.02004E+13,"33,K2",,46412.0239,22699.52399
1373,The Coffee Bean & Tea Leaf - Greenwich V,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Greenwich V,807011,Seletar Road,C,,0,0,,2,64497E1E5310FD69,2.02004E+13,1,,41036.6779,31986.01439
1374,The Coffee Bean & Tea Leaf - HDB Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,480,HDB Hub,310480,Toa Payoh Lorong 6,C,,0,0,,1,2BCE4D9A373EB9A8,2.02004E+13,12,,34926.91839,29670.176
1375,The Coffee Bean & Tea Leaf - Bishan,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,9,Bishan,579837,Bishan Place,C,,0,0,,1,EF33ED2C5ED5E73E,2.02004E+13,34,,36928.13689,29687.033
1376,The Coffee Bean & Tea Leaf - My Village,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,My Village,556679,Maju Avenue,C,,0,0,,B1,50D67010A411850C,2.02004E+13,"1,2,2026",,38578.07399,31530.4235
1377,The Coffee Bean & Tea Leaf - Waterway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,83,Waterway Point,828761,Punggok Central,C,,0,0,,1,92251D96AD3E366E,2.02004E+13,27,,43153.2448,35641.9784
1378,The Coffee Bean & Tea Leaf - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,C,,0,0,,2,3291922B9A8D0330,2.02004E+13,11,,41556.3036,34862.1106
1379,The Coffee Bean & Tea Leaf - NEX,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,NEX,556083,Serangoon Central,C,,0,0,,2,0D7832C1921CA4B7,2.02004E+13,K10,,36950.14149,32271.9281
1380,The Coffee Bean & Tea Leaf - Northpoint City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Northpoint City,768019,Northpoint Drive,C,,0,0,,1,BD725D171CA60C3E,2.02004E+13,110,,45530.4652,28308.652
1381,The Coffee Bean & Tea Leaf - Ang Mo Kio Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,53,Ang Mo Kio Hub,569933,Ang Mo Kio Avenue 3,C,,0,0,,B1,0AB8ACDD1D8E462E,2.02004E+13,21A,,39030.10889,29678.294
1382,The Coffee Bean & Tea Leaf - City Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,180,City Square,208539,Kitchener Road,C,,0,0,,2,525075C5E83E8DD5,2.02004E+13,K14,,32622.99229,30571.1667
1383,The Coffee Bean & Tea Leaf - Vivocity,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Vivocity,98585,Harbourfront Walk,C,,0,0,,2,575173173D71CF0D,2.02004E+13,"3,4,2020",,27380.70089,26694.6131
1384,The Coffee Bean & Tea Leaf - Chinatown Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,133,Chinatown Point,59413,New Bridge Road,C,,0,0,,2,CA38BDBE840975E8,2.02004E+13,55,,29714.16409,29266.3331
1385,The Coffee Bean & Tea Leaf - International Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,International Plaza,79903,Anson Road,C,,0,0,,1,3EB8E17A42E33E8B,2.02004E+13,32,,28689.89369,29378.3125
1386,The Coffee Bean & Tea Leaf - Marina Bay Link Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,8A,Marina Bay Link Mall,18984,Marina Boulevard,C,,0,0,,B2,71459F44295C50D4,2.02004E+13,10,,29186.60029,30229.257
1387,The Coffee Bean & Tea Leaf - Beach View,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,Beach View,98604,Beach View,C,,0,0,,1,C03AE6889F81D7F6,2.02004E+13,2,,25977.81469,26243.3459
1388,Tang Tea House - Jalan Kayu,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Jalan Kayu,799466,Jalan Kayu,R,,0,0,,,A6A0173EDE72E784,2.02004E+13,242,,42178.3205,32457.01379
1389,Tang Tea House - Jurong West,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,414,Jurong West,640414,Jurong West Street 42,R,,0,0,,1,374617AB558464F8,2.02004E+13,783,,37213.74009,16060.5323
1390,Tang Tea House - Changi,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Changi,499173,Lorong Bekukong,R,,0,0,,,EB598822D2A69F5C,2.02004E+13,57,,41351.9063,45199.1962
1391,Food Junction - Century Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Century Square,529509,Tampines Central 5,F,,0,0,,3,619357903CCF3B0E,2.02004E+13,19,,37153.82949,40287.2943
1392,Food Junction - Rivervale Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,Rivervale Mall,545082,Rivervale Cres,F,,0,0,,1,FD87EA000ACD0C27,2.02004E+13,1,,41567.7918,35918.3979
1393,Mr Teh Tarik Express - Singapore Post Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Singapore Post Centre,408600,Eunos Road 8,C,,0,0,,B1,3AF4830BC0551938,2.02004E+13,"130,131",,33458.00679,34760.7233
1394,Mr Teh Tarik Express - Changi Airport Terminal 3,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,65,Changi Airport Terminal 3,819663,Airport Boulevard,C,,0,0,,B2,1A6E905C35B2CE7B,2.02004E+13,22,,37385.47989,44899.3133
1395,Mr Teh Tarik Express - Seletar Airport,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Seletar Airport,819663,Aerospace Road,C,,0,0,,,1A6E905C75F4B8D2,2.02004E+13,,,37385.47989,44899.3133
1396,"Mr Teh Tarik Cartel, Deli - Marsiling Park",Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,20,Marsiling Park,738937,Woodlands Centre Road,C,,0,0,,,F2D3A2530FA5CBD8,2.02004E+13,,,46747.161,20931.3438
1397,"Mr Teh Tarik Cartel, Deli - Choa Chu Kang Park",Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,26,Choa Chu Kang Park,689719,Choa Chu Kang Drive,C,,0,0,,,ECEC5FEA6622766F,2.02004E+13,,,41108.04,18319.9484
1398,"Mr Teh Tarik Cartel, Deli - Bukit Panjang Integrated Transport Hub",Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,15,Bukit Panjang Integrated Transport Hub,678270,Petir Road,C,,0,0,,1,10C6919AF226AE3D,2.02004E+13,"58,59,60",,40045.5291,20156.925
1399,Mr Teh Tarik Eating House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,608,Tarik Eating House,560608,Ang Mo Kio Ave 5,C,,0,0,,1,5DC0D87FD36255B5,2.02004E+13,2771,,40062.1202,28383.0222
1400,Mr Teh Tarik Eating House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,728,Tarik Eating House,560728,Ang Mo Kio Ave 6,C,,0,0,,1,0D80C02AE3030C06,2.02004E+13,4200,,39403.79489,29376.00109
1401,Mr Teh Tarik Eating House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,625,Tarik Eating House,510625,Elias Road,C,,0,0,,1,14F20D0703D3821A,2.02004E+13,332,,40065.1685,40085.582
1402,Mr Teh Tarik Eating House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Tarik Eating House,402001,Geylang Serai,C,,0,0,,1,0BD8EF78312C96B3,2.02004E+13,210,,33222.38679,35195.9024
1403,Mr Teh Tarik Eating House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,456,Tarik Eating House,640456,Jurong West Street 41,C,,0,0,,1,CB3B8094F0CCF7FB,2.02004E+13,750,,36976.66929,15391.3995
1404,Mr Teh Tarik Eating House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,306A,Tarik Eating House,731306,Woodlands Street 31,C,,0,0,,1,ECA26350C3325CEF,2.02004E+13,1,,45760.1766,21519.03469
1405,Mr Teh Tarik Eating House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,846,Tarik Eating House,760846,Yishun Ring Road,C,,0,0,,1,03A41280B6DD22BB,2.02004E+13,3603,,44283.6547,28142.0449
1406,Mr Teh Tarik Caf?? - CISCO Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,20,CISCO Centre,409179,Jalan Afifi,C,,0,0,,2,F6FCE57F1B27EAAC,2.02004E+13,1,,33851.80659,34536.8436
1407,Mr Teh Tarik Caf?? - Changi Airport Terminal 2 Carpark,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,60,Changi Airport Terminal 2 Carpark,819643,Airport Boulevard,C,,0,0,,19,51DD7FDD3DAE2F85,2.02004E+13,K,,37476.19949,45297.8699
1408,My Eat-In Place Foodcourt - Plaza 8,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Plaza 8,486025,Changi Business Park Crescent,C,,0,0,,1,2CD9ED0DCDDE3D15,2.02004E+13,21,,35088.79849,42700.6191
1409,Jubilicious - Hotel Boss,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,500,Hotel Boss,199020,Jalan Sultan,C,,0,0,,4,9EB09D9E24ED57D1,2.02004E+13,1,,32004.66879,30999.08269
1410,Gelare - 313@Somerset,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,313,313@Somerset,238895,Orchard Road,C,,0,0,,B2,A9D27B10CBE2E35F,2.02004E+13,15,,31526.07059,28485.87179
1411,The Connoisseur Concerto - ION Orchard,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,ION Orchard,238801,Orchard Turn,C,,0,0,,B2,0D92D93E4DF31B14,2.02004E+13,49,,31819.16829,27785.9379
1412,The Connoisseur Concerto - International Building,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,360,International Building,238869,Orchard Road,C,,0,0,,1,B2F203F7FB8E6D0E,2.02004E+13,1,,32044.67299,27742.3343
1413,The Connoisseur Concerto - Isetan Scotts,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,350,Isetan Scotts,238868,Orchard Road,C,,0,0,,2,4D4074FBEBB78295,2.02004E+13,,,32015.32959,27798.4277
1414,The Connoisseur Concerto - Novena Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,238,Novena Square,307683,Thomson Road,C,,0,0,,1,27A6FB1D7990A7E2,2.02004E+13,"56,58",,33607.74429,29150.5388
1415,The Connoisseur Concerto - Marina Bay Sands,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Marina Bay Sands,18972,Bayfront Avenue,C,,0,0,,B2,5CA1715D37A517B8,2.02004E+13,"120,120A",,29528.81369,30705.5621
1416,The Connoisseur Concerto - The Pier @ Robertson,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,80,The Pier @ Robertson,239013,Mohamed Sultan Road,C,,0,0,,1,0E880E8E42CCBC00,2.02004E+13,"1,2,2020",,30409.45109,28797.0045
1417,The Connoisseur Concerto - Vivocity,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Vivo City,98585,Harbourfront Walk,C,,0,0,,2,57517317D6A50D16,2.02004E+13,149,,27380.70089,26694.6131
1418,Mr Coconut - Northpoint City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,930,Northpoint City,769098,Yishun Ave 2,K,,0,0,,B1,C1B4B590109AACC5,2.02004E+13,42,,45714.3109,28273.5296
1419,Mr Coconut - Far East Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,14,Far East Plaza,228213,Scotts Road,K,,0,0,,,8A3F48B4B7BD8D68,2.02004E+13,KIOSK14C,,32174.22099,28038.5467
1420,Mr Coconut - V Hotel Lavender,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,70,V Hotel Lavender,208767,Jellicoe Road,K,,0,0,,1,942397A22120CC1E,2.02004E+13,15,,32236.44179,31250.4676
1421,Yol?? - Marina Bay Sands,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Marina Bay Sands,18956,Bayfront Avenue,D,,0,0,,B2,EE049C955259BFA5,2.02004E+13,56A,,29419.44019,30781.1609
1422,Yol?? - Parkway Parade,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,80,Parkway Parade,449269,Marine Parade Road,D,,0,0,,B1,5A932892F40862B0,2.02004E+13,83J,,31504.75579,35990.13929
1423,Yol?? - Waterway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,83,Waterway Point,828761,Punggol Central,D,,0,0,,1,92251D966A5AF6FB,2.02004E+13,63,,43153.2448,35641.9784
1424,Yol?? - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,D,,0,0,,B1,997DF23D00045C87,2.02004E+13,K28,,46412.0239,22699.52399
1425,Yol?? - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,D,,0,0,,1,3291922BB1F39DE9,2.02004E+13,24,,41556.3036,34862.1106
1426,Yol?? - Tampines Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,4,Tampines Mall,529510,Tampines Central 5,D,,0,0,,B1,30EA1FA40944B6C4,2.02004E+13,K18,,37197.43079,40360.7753
1427,Yol?? - Bedok Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,311,Bedok Mall,467360,New Upper Changi Road,D,,0,0,,1,7C89C1765EFF2C8E,2.02004E+13,40,,34112.28809,38678.1716
1428,Yol?? - Changi City Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,Changi City Point,486038,Changi Business Park Central 1,D,,0,0,,1,F775E2BC8AFED69E,2.02004E+13,42,,35168.78959,42364.2295
1429,Yol?? - Westgate,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Westgate,608532,Gateway Drive,D,,0,0,,3,F7A1D2FA5143123F,2.02004E+13,2,,35135.44119,17902.41249
1430,Yol?? - Jurong Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Jurong Point,648886,Jurong West Central 2,D,,0,0,,3,FCA5451C0056AD9A,2.02004E+13,"29,30",,35777.49279,13882.0895
1431,Yol?? - Hillion Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,17,Hillion Mall,678270,Petir Road,D,,0,0,,B1,10C6919AF2C5263A,2.02004E+13,45,,40045.5291,20156.925
1432,Yol?? - Capitol,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,13,Capitol,178905,Stamford Road,D,,0,0,,B2,270519DD15FC3C00,2.02004E+13,29,,30607.61439,29996.9454
1433,Yol?? - Raffles City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,52,Raffles City,179103,North Bridge Road,D,,0,0,,B1,F7358B2C02FD0CC3,2.02004E+13,70,,30682.96559,30164.5884
1434,Yol?? - Bugis+,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,201,Bugis+,188067,Victoria Street,D,,0,0,,3,825711FD14D2BF1E,2.02004E+13,28,,31335.34459,30248.02429
1435,My Briyani House - Hillion Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,15,Hillion Mall,678278,Petir Road,C,,0,0,,1,B978567B39F5C84C,2.02004E+13,"17,18",,40036.5402,20145.6156
1436,Mr Teh Tarik Express - Far East Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,135,Far East Square,49964,Amoy Street,C,,0,0,,1,258FD13725C515E0,2.02004E+13,1,,29510.20799,29659.2092
1437,Mr Teh Tarik Express - Raffles Xchange,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,Raffles Xchange,48618,Raffles Place,C,,0,0,,B1,4C002684B5CFDD79,2.02004E+13,"17,21,22",,29640.64639,30010.0631
1438,Mr Teh Tarik Express - Northpoint Shopping Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,930,Northpoint Shopping Centre,769098,Yishun Ave 2,C,,0,0,,1,C1B4B590183B336F,2.02004E+13,3,,45714.3109,28273.5296
1439,The Coffee Bean & Tea Leaf - Singapore General Hospital,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Singapore General Hospital,169608,Outram Road,C,,0,0,,1,63AD32BE5C338EB3,2.02004E+13,,,29154.74729,27710.997
1440,Blu Kouzina - Dempsey,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Dempsey,247700,Dempsey Road,R,,0,0,,1,5AA52161A129A943,2.02004E+13,1,,31737.56479,25450.6721
1441,Kaisen Ichi - Mapletree Business City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,40,Mapletree Business City,117383,Pasir Panjang Road,R,,0,0,,2,89EAE69608A1EA39,2.02004E+13,36,,28693.23759,24243.96899
1442,PastaMania Pronto x Kraftwich - Fusionopolis One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Fusionopolis One,138632,Fusionopolis Place,R,,0,0,,1,FD95546EEB916A5F,2.02004E+13,4,,31294.90029,22890.12399
1443,PastaMania Pronto x Kraftwich - Parkway Parade,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,80,Parkway Parade,449269,Marine Parade Road,R,,0,0,,B1,5A932892ECE7222D,2.02004E+13,83C,,31504.75579,35990.13929
1444,Collin's - Shaw Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,360,Shaw Plaza,329783,Balestier Road,R,,0,0,,1,5F4EF805779E89A5,2.02004E+13,12,,34151.28269,29973.9563
1445,Collin's - Jubilee,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,61,Jubilee Square,569814,Ang Mo Kio Ave 8,R,,0,0,,1,E94AD49A8FAF3D3F,2.02004E+13,7 to 10,,39310.59309,29608.904
